date,product_id,category,units_sold,units_ordered,price,discount(%),weather,season,demand,promotion,holiday,revenue,revenue_ma7,lag_1,promotion_flag,holiday_flag,month
2022-07-12,P039,Cold Beverages,8,10,300,0,Cloudy,Monsoon,Medium,No,No,2400.0,2003.5714285714287,2100.0,0,0,2022-07
2022-07-17,P039,Cold Beverages,11,11,300,0,Humid,Monsoon,High,No,Yes,3300.0,2046.4285714285713,2400.0,0,1,2022-07
2022-07-18,P039,Cold Beverages,4,7,300,0,Humid,Monsoon,Low,No,No,1200.0,1875.0,3300.0,0,0,2022-07
2022-07-24,P039,Cold Beverages,6,6,300,0,Rainy,Monsoon,Medium,No,Yes,1800.0,1971.4285714285713,1200.0,0,1,2022-07
2022-07-28,P039,Cold Beverages,5,7,300,0,Humid,Monsoon,Medium,No,No,1500.0,2057.1428571428573,1800.0,0,0,2022-07
2022-08-02,P039,Cold Beverages,6,7,300,0,Humid,Monsoon,Medium,No,No,1800.0,2014.2857142857142,1500.0,0,0,2022-08
2022-08-02,P039,Cold Beverages,7,8,300,0,Humid,Monsoon,Medium,No,No,2100.0,2014.2857142857142,1800.0,0,0,2022-08
2022-08-04,P039,Cold Beverages,7,10,300,0,Humid,Monsoon,Medium,No,No,2100.0,1971.4285714285713,2100.0,0,0,2022-08
2022-08-05,P039,Cold Beverages,3,3,300,0,Humid,Monsoon,Low,No,No,900.0,1628.5714285714287,2100.0,0,0,2022-08
2022-08-12,P039,Cold Beverages,12,15,300,10,Humid,Monsoon,High,Yes,No,3240.0,1920.0,900.0,1,0,2022-08
2022-08-12,P039,Cold Beverages,4,7,300,0,Humid,Monsoon,Low,No,No,1200.0,1834.2857142857142,3240.0,0,0,2022-08
2022-08-15,P039,Cold Beverages,5,6,300,0,Rainy,Monsoon,Medium,No,Yes,1500.0,1834.2857142857142,1200.0,0,1,2022-08
2022-08-16,P039,Cold Beverages,7,7,300,0,Humid,Monsoon,Medium,No,No,2100.0,1877.142857142857,1500.0,0,0,2022-08
2022-08-18,P039,Cold Beverages,5,5,300,25,Rainy,Monsoon,Medium,Yes,No,1125.0,1737.857142857143,2100.0,1,0,2022-08
2022-08-19,P039,Cold Beverages,4,7,300,0,Rainy,Monsoon,Low,No,No,1200.0,1609.2857142857142,1125.0,0,0,2022-08
2022-08-19,P039,Cold Beverages,1,4,300,0,Rainy,Monsoon,Low,No,No,300.0,1523.5714285714287,1200.0,0,0,2022-08
2022-08-19,P039,Cold Beverages,2,3,300,0,Rainy,Monsoon,Low,No,No,600.0,1146.4285714285713,300.0,0,0,2022-08
2022-08-21,P039,Cold Beverages,3,6,300,0,Rainy,Monsoon,Low,No,Yes,900.0,1103.5714285714287,600.0,0,1,2022-08
2022-08-21,P039,Cold Beverages,8,11,300,0,Rainy,Monsoon,Medium,No,Yes,2400.0,1232.142857142857,900.0,0,1,2022-08
2022-08-23,P039,Cold Beverages,8,9,300,10,Rainy,Monsoon,Medium,Yes,No,2160.0,1240.7142857142858,2400.0,1,0,2022-08
2022-08-26,P039,Cold Beverages,2,3,300,0,Humid,Monsoon,Low,No,No,600.0,1165.7142857142858,2160.0,0,0,2022-08
2022-08-27,P039,Cold Beverages,10,12,300,0,Humid,Monsoon,High,No,Yes,3000.0,1422.857142857143,600.0,0,1,2022-08
2022-08-30,P039,Cold Beverages,3,3,300,0,Humid,Monsoon,Low,No,No,900.0,1508.5714285714287,3000.0,0,0,2022-08
2022-09-01,P039,Cold Beverages,4,6,300,0,Cloudy,Monsoon,Low,No,No,1200.0,1594.2857142857142,900.0,0,0,2022-09
2022-09-05,P039,Cold Beverages,4,6,300,0,Rainy,Monsoon,Low,No,No,1200.0,1637.142857142857,1200.0,0,0,2022-09
2022-09-06,P039,Cold Beverages,7,10,300,0,Rainy,Monsoon,Medium,No,No,2100.0,1594.2857142857142,1200.0,0,0,2022-09
2022-09-09,P039,Cold Beverages,1,2,300,0,Rainy,Monsoon,Low,No,No,300.0,1328.5714285714287,2100.0,0,0,2022-09
2022-09-11,P039,Cold Beverages,9,10,300,0,Rainy,Monsoon,Medium,No,Yes,2700.0,1628.5714285714287,300.0,0,1,2022-09
2022-09-15,P039,Cold Beverages,7,8,300,0,Cloudy,Monsoon,Medium,No,No,2100.0,1500.0,2700.0,0,0,2022-09
2022-09-21,P039,Cold Beverages,5,8,300,0,Humid,Monsoon,Medium,No,No,1500.0,1585.7142857142858,2100.0,0,0,2022-09
2022-09-22,P039,Cold Beverages,7,7,300,0,Rainy,Monsoon,Medium,No,No,2100.0,1714.2857142857142,1500.0,0,0,2022-09
2022-09-22,P039,Cold Beverages,4,6,300,0,Rainy,Monsoon,Low,No,No,1200.0,1714.2857142857142,2100.0,0,0,2022-09
2022-09-25,P039,Cold Beverages,8,10,300,0,Humid,Monsoon,Medium,No,Yes,2400.0,1757.142857142857,1200.0,0,1,2022-09
2022-09-27,P039,Cold Beverages,6,7,300,0,Rainy,Monsoon,Medium,No,No,1800.0,1971.4285714285713,2400.0,0,0,2022-09
2022-09-28,P039,Cold Beverages,7,10,300,0,Rainy,Monsoon,Medium,No,No,2100.0,1885.7142857142858,1800.0,0,0,2022-09
2022-09-30,P039,Cold Beverages,6,7,300,0,Rainy,Monsoon,Medium,No,No,1800.0,1842.857142857143,2100.0,0,0,2022-09
2022-10-06,P039,Cold Beverages,4,4,300,25,Cloudy,Autumn,Low,Yes,No,900.0,1757.142857142857,1800.0,1,0,2022-10
2022-10-07,P039,Cold Beverages,4,6,300,0,Pleasant,Autumn,Low,No,No,1200.0,1628.5714285714287,900.0,0,0,2022-10
2022-10-08,P039,Cold Beverages,10,13,300,20,Cloudy,Autumn,High,Yes,Yes,2400.0,1800.0,1200.0,1,1,2022-10
2022-10-11,P039,Cold Beverages,1,1,300,0,Cloudy,Autumn,Low,No,No,300.0,1500.0,2400.0,0,0,2022-10
2022-10-12,P039,Cold Beverages,5,5,300,0,Cloudy,Autumn,Medium,No,No,1500.0,1457.142857142857,300.0,0,0,2022-10
2022-10-12,P039,Cold Beverages,2,4,300,0,Cloudy,Autumn,Low,No,No,600.0,1242.857142857143,1500.0,0,0,2022-10
2022-10-13,P039,Cold Beverages,5,8,300,0,Cloudy,Autumn,Medium,No,No,1500.0,1200.0,600.0,0,0,2022-10
2022-10-15,P039,Cold Beverages,6,7,300,0,Sunny,Autumn,Medium,No,Yes,1800.0,1328.5714285714287,1500.0,0,1,2022-10
2022-11-01,P039,Cold Beverages,3,6,300,0,Cloudy,Autumn,Low,No,No,900.0,1285.7142857142858,1800.0,0,0,2022-11
2022-11-06,P039,Cold Beverages,3,4,300,0,Cloudy,Autumn,Low,No,Yes,900.0,1071.4285714285713,900.0,0,1,2022-11
2022-11-09,P039,Cold Beverages,5,7,300,0,Pleasant,Autumn,Medium,No,No,1500.0,1242.857142857143,900.0,0,0,2022-11
2022-11-10,P039,Cold Beverages,10,11,300,0,Sunny,Autumn,High,No,No,3000.0,1457.142857142857,1500.0,0,0,2022-11
2022-11-11,P039,Cold Beverages,6,9,300,0,Pleasant,Autumn,Medium,No,No,1800.0,1628.5714285714287,3000.0,0,0,2022-11
2022-11-16,P039,Cold Beverages,9,11,300,0,Sunny,Autumn,Medium,No,No,2700.0,1800.0,1800.0,0,0,2022-11
2022-11-18,P039,Cold Beverages,5,5,300,0,Pleasant,Autumn,Medium,No,No,1500.0,1757.142857142857,2700.0,0,0,2022-11
2022-11-19,P039,Cold Beverages,4,5,300,0,Cloudy,Autumn,Low,No,Yes,1200.0,1800.0,1500.0,0,1,2022-11
2022-11-24,P039,Cold Beverages,6,9,300,0,Pleasant,Autumn,Medium,No,No,1800.0,1928.5714285714287,1200.0,0,0,2022-11
2022-11-29,P039,Cold Beverages,3,3,300,0,Pleasant,Autumn,Low,No,No,900.0,1842.857142857143,1800.0,0,0,2022-11
2022-12-03,P039,Cold Beverages,3,4,300,0,Cold,Winter,Low,No,Yes,900.0,1542.857142857143,900.0,0,1,2022-12
2022-12-08,P039,Cold Beverages,6,7,300,0,Cold,Winter,Medium,No,No,1800.0,1542.857142857143,900.0,0,0,2022-12
2022-12-12,P039,Cold Beverages,12,14,300,20,Cold,Winter,High,Yes,No,2880.0,1568.5714285714287,1800.0,1,0,2022-12
2022-12-28,P039,Cold Beverages,5,8,300,0,Sunny,Winter,Medium,No,No,1500.0,1568.5714285714287,2880.0,0,0,2022-12
2022-12-30,P039,Cold Beverages,18,18,300,20,Cold,Winter,High,Yes,No,4320.0,2014.2857142857142,1500.0,1,0,2022-12
2023-01-01,P039,Cold Beverages,3,6,300,0,Cold,Winter,Low,No,Yes,900.0,1885.7142857142858,4320.0,0,1,2023-01
2023-01-01,P039,Cold Beverages,2,2,300,0,Cold,Winter,Low,No,Yes,600.0,1842.857142857143,900.0,0,1,2023-01
2023-01-05,P039,Cold Beverages,7,10,300,0,Cold,Winter,Medium,No,No,2100.0,2014.2857142857142,600.0,0,0,2023-01
2023-01-12,P039,Cold Beverages,7,8,300,0,Cold,Winter,Medium,No,No,2100.0,2057.1428571428573,2100.0,0,0,2023-01
2023-01-19,P039,Cold Beverages,7,9,300,25,Cold,Winter,Medium,Yes,No,1575.0,1870.7142857142858,2100.0,1,0,2023-01
2023-01-21,P039,Cold Beverages,1,2,300,0,Cold,Winter,Low,No,Yes,300.0,1699.2857142857142,1575.0,0,1,2023-01
2023-01-23,P039,Cold Beverages,5,5,300,0,Cold,Winter,Medium,No,No,1500.0,1296.4285714285713,300.0,0,0,2023-01
2023-01-25,P039,Cold Beverages,4,6,300,0,Sunny,Winter,Low,No,No,1200.0,1339.2857142857142,1500.0,0,0,2023-01
2023-01-25,P039,Cold Beverages,2,5,300,0,Sunny,Winter,Low,No,No,600.0,1339.2857142857142,1200.0,0,0,2023-01
2023-01-28,P039,Cold Beverages,6,7,300,0,Cold,Winter,Medium,No,Yes,1800.0,1296.4285714285713,600.0,0,1,2023-01
2023-01-28,P039,Cold Beverages,4,5,300,10,Cold,Winter,Low,Yes,Yes,1080.0,1150.7142857142858,1800.0,1,1,2023-01
2023-02-01,P039,Cold Beverages,4,7,300,0,Cold,Winter,Low,No,No,1200.0,1097.142857142857,1080.0,0,0,2023-02
2023-02-01,P039,Cold Beverages,2,4,300,0,Cold,Winter,Low,No,No,600.0,1140.0,1200.0,0,0,2023-02
2023-02-04,P039,Cold Beverages,5,6,300,0,Sunny,Winter,Medium,No,Yes,1500.0,1140.0,600.0,0,1,2023-02
2023-02-06,P039,Cold Beverages,5,5,300,0,Cold,Winter,Medium,No,No,1500.0,1182.857142857143,1500.0,0,0,2023-02
2023-02-20,P039,Cold Beverages,2,2,300,0,Sunny,Winter,Low,No,No,600.0,1182.857142857143,1500.0,0,0,2023-02
2023-02-22,P039,Cold Beverages,5,8,300,0,Cold,Winter,Medium,No,No,1500.0,1140.0,600.0,0,0,2023-02
2023-02-23,P039,Cold Beverages,4,4,300,0,Sunny,Winter,Low,No,No,1200.0,1157.142857142857,1500.0,0,0,2023-02
2023-02-26,P039,Cold Beverages,3,6,300,0,Sunny,Winter,Low,No,Yes,900.0,1114.2857142857142,1200.0,0,1,2023-02
2023-02-26,P039,Cold Beverages,10,10,300,15,Sunny,Winter,High,Yes,Yes,2550.0,1392.857142857143,900.0,1,1,2023-02
2023-03-08,P039,Cold Beverages,17,17,300,25,Hot,Summer,High,Yes,Yes,3825.0,1725.0,2550.0,1,1,2023-03
2023-03-11,P039,Cold Beverages,10,12,300,0,Humid,Summer,High,No,Yes,3000.0,1939.2857142857142,3825.0,0,1,2023-03
2023-03-13,P039,Cold Beverages,10,10,300,0,Hot,Summer,High,No,No,3000.0,2282.1428571428573,3000.0,0,0,2023-03
2023-03-14,P039,Cold Beverages,17,17,300,0,Hot,Summer,High,No,No,5100.0,2796.4285714285716,3000.0,0,0,2023-03
2023-03-15,P039,Cold Beverages,13,15,300,0,Sunny,Summer,High,No,No,3900.0,3182.1428571428573,5100.0,0,0,2023-03
2023-03-20,P039,Cold Beverages,16,17,300,20,Sunny,Summer,High,Yes,No,3840.0,3602.1428571428573,3900.0,1,0,2023-03
2023-03-20,P039,Cold Beverages,17,17,300,0,Sunny,Summer,High,No,No,5100.0,3966.4285714285716,3840.0,0,0,2023-03
2023-03-23,P039,Cold Beverages,17,20,300,5,Hot,Summer,High,Yes,No,4845.0,4112.142857142857,5100.0,1,0,2023-03
2023-03-25,P039,Cold Beverages,17,19,300,0,Humid,Summer,High,No,Yes,5100.0,4412.142857142857,4845.0,0,1,2023-03
2023-03-25,P039,Cold Beverages,11,11,300,0,Humid,Summer,High,No,Yes,3300.0,4455.0,5100.0,0,1,2023-03
2023-03-25,P039,Cold Beverages,9,10,300,0,Humid,Summer,Medium,No,Yes,2700.0,4112.142857142857,3300.0,0,1,2023-03
2023-03-30,P039,Cold Beverages,15,18,300,0,Sunny,Summer,High,No,No,4500.0,4197.857142857143,2700.0,0,0,2023-03
2023-03-31,P039,Cold Beverages,27,30,300,15,Hot,Summer,High,Yes,No,6885.0,4632.857142857143,4500.0,1,0,2023-03
2023-04-03,P039,Cold Beverages,14,16,300,0,Humid,Summer,High,No,No,4200.0,4504.285714285715,6885.0,0,0,2023-04
2023-04-03,P039,Cold Beverages,14,17,300,0,Humid,Summer,High,No,No,4200.0,4412.142857142857,4200.0,0,0,2023-04
2023-04-07,P039,Cold Beverages,13,16,300,0,Sunny,Summer,High,No,No,3900.0,4240.714285714285,4200.0,0,0,2023-04
2023-04-08,P039,Cold Beverages,12,15,300,0,Hot,Summer,High,No,Yes,3600.0,4283.571428571428,3900.0,0,1,2023-04
2023-04-11,P039,Cold Beverages,11,11,300,5,Hot,Summer,High,Yes,No,3135.0,4345.714285714285,3600.0,1,0,2023-04
2023-04-13,P039,Cold Beverages,19,20,300,0,Hot,Summer,High,No,No,5700.0,4517.142857142857,3135.0,0,0,2023-04
2023-04-15,P039,Cold Beverages,13,16,300,0,Sunny,Summer,High,No,Yes,3900.0,4090.714285714286,5700.0,0,1,2023-04
2023-04-17,P039,Cold Beverages,21,22,300,25,Hot,Summer,High,Yes,No,4725.0,4165.714285714285,3900.0,1,0,2023-04
2023-04-24,P039,Cold Beverages,20,21,300,25,Hot,Summer,High,Yes,No,4500.0,4208.571428571428,4725.0,1,0,2023-04
2023-04-26,P039,Cold Beverages,12,15,300,0,Hot,Summer,High,No,No,3600.0,4165.714285714285,4500.0,0,0,2023-04
2023-05-01,P039,Cold Beverages,13,14,300,0,Hot,Summer,High,No,No,3900.0,4208.571428571428,3600.0,0,0,2023-05
2023-05-05,P039,Cold Beverages,21,21,300,5,Hot,Summer,High,Yes,No,5985.0,4615.714285714285,3900.0,1,0,2023-05
2023-05-05,P039,Cold Beverages,9,9,300,0,Hot,Summer,Medium,No,No,2700.0,4187.142857142857,5985.0,0,0,2023-05
2023-05-06,P039,Cold Beverages,10,13,300,0,Hot,Summer,High,No,Yes,3000.0,4058.5714285714284,2700.0,0,1,2023-05
2023-05-08,P039,Cold Beverages,18,21,300,0,Hot,Summer,High,No,No,5400.0,4155.0,3000.0,0,0,2023-05
2023-05-10,P039,Cold Beverages,11,13,300,0,Sunny,Summer,High,No,No,3300.0,3983.5714285714284,5400.0,0,0,2023-05
2023-05-11,P039,Cold Beverages,17,20,300,0,Hot,Summer,High,No,No,5100.0,4197.857142857143,3300.0,0,0,2023-05
2023-05-11,P039,Cold Beverages,22,24,300,20,Hot,Summer,High,Yes,No,5280.0,4395.0,5100.0,1,0,2023-05
2023-05-13,P039,Cold Beverages,17,20,300,5,Sunny,Summer,High,Yes,Yes,4845.0,4232.142857142857,5280.0,1,1,2023-05
2023-05-17,P039,Cold Beverages,10,13,300,0,Sunny,Summer,High,No,No,3000.0,4275.0,4845.0,0,0,2023-05
2023-05-18,P039,Cold Beverages,26,28,300,25,Hot,Summer,High,Yes,No,5850.0,4682.142857142857,3000.0,1,0,2023-05
2023-05-18,P039,Cold Beverages,17,18,300,0,Hot,Summer,High,No,No,5100.0,4639.285714285715,5850.0,0,0,2023-05
2023-05-23,P039,Cold Beverages,21,23,300,25,Sunny,Summer,High,Yes,No,4725.0,4842.857142857143,5100.0,1,0,2023-05
2023-05-24,P039,Cold Beverages,8,8,300,0,Hot,Summer,Medium,No,No,2400.0,4457.142857142857,4725.0,0,0,2023-05
2023-05-26,P039,Cold Beverages,27,29,300,20,Sunny,Summer,High,Yes,No,6480.0,4628.571428571428,2400.0,1,0,2023-05
2023-05-26,P039,Cold Beverages,16,16,300,0,Sunny,Summer,High,No,No,4800.0,4622.142857142857,6480.0,0,0,2023-05
2023-05-31,P039,Cold Beverages,7,7,300,0,Hot,Summer,Medium,No,No,2100.0,4493.571428571428,4800.0,0,0,2023-05
2023-05-31,P039,Cold Beverages,13,15,300,5,Hot,Summer,High,Yes,No,3705.0,4187.142857142857,2100.0,1,0,2023-05
2023-06-02,P039,Cold Beverages,11,13,300,20,Rainy,Monsoon,High,Yes,No,2640.0,3835.714285714286,3705.0,1,0,2023-06
2023-06-05,P039,Cold Beverages,6,7,300,0,Rainy,Monsoon,Medium,No,No,1800.0,3417.8571428571427,2640.0,0,0,2023-06
2023-06-07,P039,Cold Beverages,3,5,300,0,Rainy,Monsoon,Low,No,No,900.0,3203.5714285714284,1800.0,0,0,2023-06
2023-06-08,P039,Cold Beverages,6,9,300,0,Rainy,Monsoon,Medium,No,No,1800.0,2535.0,900.0,0,0,2023-06
2023-06-11,P039,Cold Beverages,4,5,300,0,Rainy,Monsoon,Low,No,Yes,1200.0,2020.7142857142858,1800.0,0,1,2023-06
2023-06-11,P039,Cold Beverages,11,12,300,25,Rainy,Monsoon,High,Yes,Yes,2475.0,2074.285714285714,1200.0,1,1,2023-06
2023-06-12,P039,Cold Beverages,10,13,300,20,Rainy,Monsoon,High,Yes,No,2400.0,1887.857142857143,2475.0,1,0,2023-06
2023-06-12,P039,Cold Beverages,7,10,300,0,Rainy,Monsoon,Medium,No,No,2100.0,1810.7142857142858,2400.0,0,0,2023-06
2023-06-12,P039,Cold Beverages,5,8,300,0,Rainy,Monsoon,Medium,No,No,1500.0,1767.857142857143,2100.0,0,0,2023-06
2023-06-14,P039,Cold Beverages,8,9,300,0,Humid,Monsoon,Medium,No,No,2400.0,1982.142857142857,1500.0,0,0,2023-06
2023-06-21,P039,Cold Beverages,4,5,300,0,Rainy,Monsoon,Low,No,No,1200.0,1896.4285714285713,2400.0,0,0,2023-06
2023-06-23,P039,Cold Beverages,4,4,300,0,Humid,Monsoon,Low,No,No,1200.0,1896.4285714285713,1200.0,0,0,2023-06
2023-06-28,P039,Cold Beverages,5,8,300,20,Rainy,Monsoon,Medium,Yes,No,1200.0,1714.2857142857142,1200.0,1,0,2023-06
2023-06-29,P039,Cold Beverages,5,8,300,0,Rainy,Monsoon,Medium,No,No,1500.0,1585.7142857142858,1200.0,0,0,2023-06
2023-06-29,P039,Cold Beverages,3,6,300,0,Rainy,Monsoon,Low,No,No,900.0,1414.2857142857142,1500.0,0,0,2023-06
2023-07-02,P039,Cold Beverages,6,6,300,0,Rainy,Monsoon,Medium,No,Yes,1800.0,1457.142857142857,900.0,0,1,2023-07
2023-07-10,P039,Cold Beverages,10,12,300,0,Rainy,Monsoon,High,No,No,3000.0,1542.857142857143,1800.0,0,0,2023-07
2023-07-13,P039,Cold Beverages,6,7,300,0,Humid,Monsoon,Medium,No,No,1800.0,1628.5714285714287,3000.0,0,0,2023-07
2023-07-17,P039,Cold Beverages,5,5,300,0,Rainy,Monsoon,Medium,No,No,1500.0,1671.4285714285713,1800.0,0,0,2023-07
2023-07-30,P039,Cold Beverages,9,11,300,20,Humid,Monsoon,Medium,Yes,Yes,2160.0,1808.5714285714287,1500.0,1,1,2023-07
2023-07-31,P039,Cold Beverages,5,5,300,0,Cloudy,Monsoon,Medium,No,No,1500.0,1808.5714285714287,2160.0,0,0,2023-07
2023-08-01,P039,Cold Beverages,7,8,300,5,Rainy,Monsoon,Medium,Yes,No,1995.0,1965.0,1500.0,1,0,2023-08
2023-08-05,P039,Cold Beverages,8,10,300,0,Rainy,Monsoon,Medium,No,Yes,2400.0,2050.714285714286,1995.0,0,1,2023-08
2023-08-06,P039,Cold Beverages,10,10,300,25,Rainy,Monsoon,High,Yes,Yes,2250.0,1943.5714285714287,2400.0,1,1,2023-08
2023-08-07,P039,Cold Beverages,3,4,300,0,Humid,Monsoon,Low,No,No,900.0,1815.0,2250.0,0,0,2023-08
2023-08-08,P039,Cold Beverages,7,7,300,0,Rainy,Monsoon,Medium,No,No,2100.0,1900.7142857142858,900.0,0,0,2023-08
2023-08-08,P039,Cold Beverages,5,7,300,0,Rainy,Monsoon,Medium,No,No,1500.0,1806.4285714285713,2100.0,0,0,2023-08
2023-08-13,P039,Cold Beverages,5,5,300,0,Rainy,Monsoon,Medium,No,Yes,1500.0,1806.4285714285713,1500.0,0,1,2023-08
2023-08-18,P039,Cold Beverages,3,4,300,0,Rainy,Monsoon,Low,No,No,900.0,1650.0,1500.0,0,0,2023-08
2023-08-21,P039,Cold Beverages,8,11,300,25,Cloudy,Monsoon,Medium,Yes,No,1800.0,1564.2857142857142,900.0,1,0,2023-08
2023-08-24,P039,Cold Beverages,12,13,300,0,Rainy,Monsoon,High,No,No,3600.0,1757.142857142857,1800.0,0,0,2023-08
2023-08-27,P039,Cold Beverages,4,5,300,0,Rainy,Monsoon,Low,No,Yes,1200.0,1800.0,3600.0,0,1,2023-08
2023-08-28,P039,Cold Beverages,8,10,300,0,Humid,Monsoon,Medium,No,No,2400.0,1842.857142857143,1200.0,0,0,2023-08
2023-09-04,P039,Cold Beverages,3,5,300,0,Rainy,Monsoon,Low,No,No,900.0,1757.142857142857,2400.0,0,0,2023-09
2023-09-06,P039,Cold Beverages,4,4,300,0,Rainy,Monsoon,Low,No,No,1200.0,1714.2857142857142,900.0,0,0,2023-09
2023-09-09,P039,Cold Beverages,8,11,300,0,Rainy,Monsoon,Medium,No,Yes,2400.0,1928.5714285714287,1200.0,0,1,2023-09
2023-09-10,P039,Cold Beverages,7,10,300,0,Humid,Monsoon,Medium,No,Yes,2100.0,1971.4285714285713,2400.0,0,1,2023-09
2023-09-17,P039,Cold Beverages,5,8,300,20,Rainy,Monsoon,Medium,Yes,Yes,1200.0,1628.5714285714287,2100.0,1,1,2023-09
2023-09-18,P039,Cold Beverages,5,5,300,0,Rainy,Monsoon,Medium,No,No,1500.0,1671.4285714285713,1200.0,0,0,2023-09
2023-09-19,P039,Cold Beverages,7,8,300,0,Rainy,Monsoon,Medium,No,No,2100.0,1628.5714285714287,1500.0,0,0,2023-09
2023-09-21,P039,Cold Beverages,3,4,300,0,Rainy,Monsoon,Low,No,No,900.0,1628.5714285714287,2100.0,0,0,2023-09
2023-09-23,P039,Cold Beverages,4,7,300,20,Rainy,Monsoon,Low,Yes,Yes,960.0,1594.2857142857142,900.0,1,1,2023-09
2023-09-25,P039,Cold Beverages,1,1,300,0,Rainy,Monsoon,Low,No,No,300.0,1294.2857142857142,960.0,0,0,2023-09
2023-09-28,P039,Cold Beverages,5,6,300,0,Rainy,Monsoon,Medium,No,No,1500.0,1208.5714285714287,300.0,0,0,2023-09
2023-10-01,P039,Cold Beverages,10,12,300,10,Cloudy,Autumn,High,Yes,Yes,2700.0,1422.857142857143,1500.0,1,1,2023-10
2023-10-02,P039,Cold Beverages,3,3,300,0,Sunny,Autumn,Low,No,No,900.0,1337.142857142857,2700.0,0,0,2023-10
2023-10-02,P039,Cold Beverages,10,12,300,0,Sunny,Autumn,High,No,No,3000.0,1465.7142857142858,900.0,0,0,2023-10
2023-10-03,P039,Cold Beverages,1,2,300,25,Sunny,Autumn,Low,Yes,No,225.0,1369.2857142857142,3000.0,1,0,2023-10
2023-10-06,P039,Cold Beverages,5,7,300,0,Cloudy,Autumn,Medium,No,No,1500.0,1446.4285714285713,225.0,0,0,2023-10
2023-10-08,P039,Cold Beverages,4,4,300,0,Sunny,Autumn,Low,No,Yes,1200.0,1575.0,1500.0,0,1,2023-10
2023-10-13,P039,Cold Beverages,4,6,300,0,Sunny,Autumn,Low,No,No,1200.0,1532.142857142857,1200.0,0,0,2023-10
2023-10-15,P039,Cold Beverages,4,7,300,0,Pleasant,Autumn,Low,No,Yes,1200.0,1317.857142857143,1200.0,0,1,2023-10
2023-10-19,P039,Cold Beverages,4,5,300,0,Cloudy,Autumn,Low,No,No,1200.0,1360.7142857142858,1200.0,0,0,2023-10
2023-10-20,P039,Cold Beverages,1,3,300,0,Sunny,Autumn,Low,No,No,300.0,975.0,1200.0,0,0,2023-10
2023-10-23,P039,Cold Beverages,6,6,300,15,Pleasant,Autumn,Medium,Yes,No,1530.0,1161.4285714285713,300.0,1,0,2023-10
2023-10-26,P039,Cold Beverages,7,10,300,0,Sunny,Autumn,Medium,No,No,2100.0,1247.142857142857,1530.0,0,0,2023-10
2023-10-27,P039,Cold Beverages,7,9,300,15,Pleasant,Autumn,Medium,Yes,No,1785.0,1330.7142857142858,2100.0,1,0,2023-10
2023-10-29,P039,Cold Beverages,4,5,300,0,Cloudy,Autumn,Low,No,Yes,1200.0,1330.7142857142858,1785.0,0,1,2023-10
2023-11-02,P039,Cold Beverages,6,8,300,0,Sunny,Autumn,Medium,No,No,1800.0,1416.4285714285713,1200.0,0,0,2023-11
2023-11-14,P039,Cold Beverages,5,7,300,0,Pleasant,Autumn,Medium,No,No,1500.0,1459.2857142857142,1800.0,0,0,2023-11
2023-11-15,P039,Cold Beverages,7,9,300,5,Pleasant,Autumn,Medium,Yes,No,1995.0,1701.4285714285713,1500.0,1,0,2023-11
2023-11-29,P039,Cold Beverages,6,7,300,10,Cloudy,Autumn,Medium,Yes,No,1620.0,1714.2857142857142,1995.0,1,0,2023-11
2023-11-30,P039,Cold Beverages,7,9,300,0,Pleasant,Autumn,Medium,No,No,2100.0,1714.2857142857142,1620.0,0,0,2023-11
2023-12-01,P039,Cold Beverages,12,13,300,0,Cold,Winter,High,No,No,3600.0,1973.5714285714287,2100.0,0,0,2023-12
2023-12-06,P039,Cold Beverages,4,7,300,0,Cold,Winter,Low,No,No,1200.0,1973.5714285714287,3600.0,0,0,2023-12
2023-12-07,P039,Cold Beverages,2,4,300,0,Cold,Winter,Low,No,No,600.0,1802.142857142857,1200.0,0,0,2023-12
2023-12-08,P039,Cold Beverages,4,7,300,0,Sunny,Winter,Low,No,No,1200.0,1759.2857142857142,600.0,0,0,2023-12
2023-12-09,P039,Cold Beverages,4,6,300,0,Cold,Winter,Low,No,Yes,1200.0,1645.7142857142858,1200.0,0,1,2023-12
2023-12-10,P039,Cold Beverages,5,8,300,0,Sunny,Winter,Medium,No,Yes,1500.0,1628.5714285714287,1200.0,0,1,2023-12
2023-12-11,P039,Cold Beverages,8,11,300,15,Sunny,Winter,Medium,Yes,No,2040.0,1620.0,1500.0,1,0,2023-12
2023-12-11,P039,Cold Beverages,6,6,300,0,Sunny,Winter,Medium,No,No,1800.0,1362.857142857143,2040.0,0,0,2023-12
2023-12-11,P039,Cold Beverages,5,7,300,0,Sunny,Winter,Medium,No,No,1500.0,1405.7142857142858,1800.0,0,0,2023-12
2023-12-12,P039,Cold Beverages,14,14,300,15,Sunny,Winter,High,Yes,No,3570.0,1830.0,1500.0,1,0,2023-12
2023-12-15,P039,Cold Beverages,7,9,300,5,Cold,Winter,Medium,Yes,No,1995.0,1943.5714285714287,3570.0,1,0,2023-12
2023-12-17,P039,Cold Beverages,8,11,300,0,Cold,Winter,Medium,No,Yes,2400.0,2115.0,1995.0,0,1,2023-12
2023-12-21,P039,Cold Beverages,6,8,300,5,Cold,Winter,Medium,Yes,No,1710.0,2145.0,2400.0,1,0,2023-12
2023-12-26,P039,Cold Beverages,7,10,300,20,Cold,Winter,Medium,Yes,No,1680.0,2093.5714285714284,1710.0,1,0,2023-12
